Poll_ID,Pollster,Date,Parliament_ID,CDUCSU,SPD,Gruene,FDP,Linke,AfD,BSW
ST01180828V,Infratest dimap,2018-08-28,ST,28,14,6,8,19,21,NA
TH01180828C,Infratest dimap,2018-08-28,TH,30,10,6,5,22,23,NA
BT13180830D,YouGov,2018-08-30,BT,28,17,13,9,11,17,NA
SN05180831A,INSA,2018-08-31,SN,28,11,7,7,18,25,NA
BT06180831S,Forschungsgruppe Wahlen,2018-08-31,BT,31,18,14,8,8,17,NA
BT03180901F,Emnid,2018-09-01,BT,30,19,14,9,9,15,NA
BT02180901W,Forsa,2018-09-01,BT,30,17,16,8,8,16,NA
BE02180903V,Forsa,2018-09-03,BE,19,17,18,6,21,12,NA
BT01180906F,Infratest dimap,2018-09-06,BT,29,18,14,8,10,16,NA
HE05180907K,INSA,2018-09-07,HE,29,24,14,7,8,14,NA
SN12180907B,uniQma,2018-09-07,SN,28.9,11.4,6.8,5.6,18.6,23.9,NA
BT03180908G,Emnid,2018-09-08,BT,29,17,14,9,10,15,NA
BT02180908X,Forsa,2018-09-08,BT,31,16,15,9,10,14,NA
BY04180910S,GMS,2018-09-10,BY,36,12,16,6,4,14,NA
HB06180910F,Forschungsgruppe Wahlen,2018-09-10,HB,26,26,20,7,12,6,NA
BT04180911E,GMS,2018-09-11,BT,29,17,14,9,9,16,NA
BW01180912M,Infratest dimap,2018-09-12,BW,28,11,29,7,7,15,NA
BW05180912L,INSA,2018-09-12,BW,25,12,27,9,5,18,NA
BY01180912T,Infratest dimap,2018-09-12,BY,35,11,17,5,5,11,NA
BT06180914T,Forschungsgruppe Wahlen,2018-09-14,BT,30,20,16,7,8,15,NA
BT03180915H,Emnid,2018-09-15,BT,30,18,13,9,10,15,NA
BT02180915Y,Forsa,2018-09-15,BT,30,18,16,8,10,13,NA
BT09180918L,Allensbach,2018-09-18,BT,31.5,19.5,12.5,8.5,9,15,NA
BB01180919O,Infratest dimap,2018-09-19,BB,21,23,7,5,17,23,NA
NW13180919F,YouGov,2018-09-19,NW,31,24,10,10,7,13,NA
BT01180920G,Infratest dimap,2018-09-20,BT,28,17,15,9,10,18,NA
BY06180921U,Forschungsgruppe Wahlen,2018-09-21,BY,35,13,18,5,4,10,NA
HE06180921L,Forschungsgruppe Wahlen,2018-09-21,HE,32,25,15,6,8,11,NA
BT03180922I,Emnid,2018-09-22,BT,28,17,14,9,11,16,NA
BT02180922A,Forsa,2018-09-22,BT,28,17,16,9,10,15,NA
HE01180924M,Infratest dimap,2018-09-24,HE,28,23,17,7,8,14,NA
BY05180926V,INSA,2018-09-26,BY,34,11,17,6,4,14,NA
BY04180927W,GMS,2018-09-27,BY,35,13,16,5,4,12,NA
BT04180927F,GMS,2018-09-27,BT,27,16,15,9,10,18,NA
BT13180927E,YouGov,2018-09-27,BT,27,17,14,9,11,18,NA
BT06180928U,Forschungsgruppe Wahlen,2018-09-28,BT,28,17,17,8,10,16,NA
BT03180929J,Emnid,2018-09-29,BT,27,16,15,10,11,17,NA
BT02180929B,Forsa,2018-09-29,BT,28,16,17,9,10,15,NA
BE02181001W,Forsa,2018-10-01,BE,17,16,18,7,22,13,NA
HE06181003N,Forschungsgruppe Wahlen,2018-10-03,HE,29,23,18,6,8,13,NA
BY01181004X,Infratest dimap,2018-10-04,BY,33,11,18,6,4.5,10,NA
BY06181005Y,Forschungsgruppe Wahlen,2018-10-05,BY,35,12,18,5.5,4.5,10,NA
BT03181006K,Emnid,2018-10-06,BT,27,17,16,9,10,16,NA
BT02181006C,Forsa,2018-10-06,BT,28,16,18,9,10,14,NA
NW01181007G,Infratest dimap,2018-10-07,NW,28,21,17,11,8,12,NA
BY05181009A,INSA,2018-10-09,BY,33,10,18,5.5,4.5,14,NA
BY06181011B,Forschungsgruppe Wahlen,2018-10-11,BY,34,12,19,5.5,4,10,NA
BT04181011G,GMS,2018-10-11,BT,27,15,16,10,10,18,NA
BT01181011H,Infratest dimap,2018-10-11,BT,26,15,17,10,10,16,NA
BT03181013L,Emnid,2018-10-13,BT,26,17,17,9,11,15,NA
BT02181013D,Forsa,2018-10-13,BT,28,16,19,9,9,14,NA
HE01181018P,Infratest dimap,2018-10-18,HE,26,21,20,9,8,12,NA
HE06181018O,Forschungsgruppe Wahlen,2018-10-18,HE,26,20,22,8,8,12,NA
RP01181018H,Infratest dimap,2018-10-18,RP,28,24,18,8,5,13,NA
BT09181018M,Allensbach,2018-10-18,BT,29,19,15,8.5,9,15,NA
BT01181018I,Infratest dimap,2018-10-18,BT,25,14,19,11,9,16,NA
BT06181019V,Forschungsgruppe Wahlen,2018-10-19,BT,27,14,20,8,10,16,NA
BT03181020M,Emnid,2018-10-20,BT,25,15,19,10,10,15,NA
BT02181020E,Forsa,2018-10-20,BT,27,14,21,9,9,15,NA
HE05181023Q,INSA,2018-10-23,HE,26,21,21,7,8,13,NA
HE06181025B,Forschungsgruppe Wahlen,2018-10-25,HE,28,20,20,8,8,12,NA
BE02181026X,Forsa,2018-10-26,BE,16,15,22,8,19,13,NA
BT03181027N,Emnid,2018-10-27,BT,24,15,20,10,10,16,NA
BT02181027F,Forsa,2018-10-27,BT,26,14,21,9,10,14,NA
BT03181103O,Emnid,2018-11-03,BT,25,14,21,9,10,15,NA
BT02181103G,Forsa,2018-11-03,BT,27,13,24,9,9,13,NA
BE05181107Y,INSA,2018-11-07,BE,16,16,22,7,17,15,NA
BT13181107F,YouGov,2018-11-07,BT,25,14,21,10,10,16,NA
TH05181109D,INSA,2018-11-09,TH,23,12,12,6,22,22,NA
BT06181109W,Forschungsgruppe Wahlen,2018-11-09,BT,27,14,22,9,9,14,NA
BT03181110P,Emnid,2018-11-10,BT,25,15,22,8,9,15,NA
BT02181111H,Forsa,2018-11-11,BT,27,14,23,9,9,13,NA
BT01181115J,Infratest dimap,2018-11-15,BT,26,14,23,8,9,14,NA
BT03181117Q,Emnid,2018-11-17,BT,26,15,21,8,9,15,NA
BT02181117I,Forsa,2018-11-17,BT,28,14,23,9,9,12,NA
BE01181121A,Infratest dimap,2018-11-21,BE,18,15,24,6,18,13,NA
NI05181121C,INSA,2018-11-21,NI,27,26,17,10,5,12,NA
NI01181122B,Infratest dimap,2018-11-22,NI,28,26,24,6,4,9,NA
SN20181123C,IM Field,2018-11-23,SN,29,11,8,6,17,24,NA
BT06181123X,Forschungsgruppe Wahlen,2018-11-23,BT,27,14,22,8,9,16,NA
BT03181124R,Emnid,2018-11-24,BT,26,15,21,9,9,15,NA
BT02181124J,Forsa,2018-11-24,BT,27,14,23,9,8,14,NA
NW15181125H,Mentefactum,2018-11-25,NW,28,19,19,11,8,11,NA
BT13181128G,YouGov,2018-11-28,BT,27,15,21,9,10,14,NA
BT01181129K,Infratest dimap,2018-11-29,BT,28,14,21,9,8,15,NA
BT09181130N,Allensbach,2018-11-30,BT,28,17,19,9.5,9,13.5,NA
BT03181201S,Emnid,2018-12-01,BT,28,15,19,9,9,15,NA
BT02181201K,Forsa,2018-12-01,BT,27,14,22,9,8,14,NA
BE02181206B,Forsa,2018-12-06,BE,18,15,23,7,18,13,NA
BT01181206L,Infratest dimap,2018-12-06,BT,30,14,20,8,8,14,NA
BT02181207L,Forsa,2018-12-07,BT,29,14,22,8,8,13,NA
BT03181208T,Emnid,2018-12-08,BT,29,15,19,9,9,14,NA
BT02181210M,Forsa,2018-12-10,BT,32,14,19,8,8,13,NA
RP01181213I,Infratest dimap,2018-12-13,RP,31,24,16,7,4,13,NA
BT04181213H,GMS,2018-12-13,BT,30,14,19,9,9,15,NA
BT01181213M,Infratest dimap,2018-12-13,BT,31,15,20,8,8,13,NA
BT06181214Y,Forschungsgruppe Wahlen,2018-12-14,BT,30,15,19,7,9,15,NA
BT03181215U,Emnid,2018-12-15,BT,30,15,20,8,8,14,NA
BT02181215N,Forsa,2018-12-15,BT,32,15,19,8,8,12,NA
BE05181218C,INSA,2018-12-18,BE,18,16,21,8,16,14,NA
SN05181220E,INSA,2018-12-20,SN,29,10,9,6,18,25,NA
BT09181220O,Allensbach,2018-12-20,BT,29,16.5,19,8.5,9,14,NA
BT03181222V,Emnid,2018-12-22,BT,29,15,19,9,9,14,NA
BT02181222O,Forsa,2018-12-22,BT,31,14,20,8,8,13,NA
BT13181228H,YouGov,2018-12-28,BT,30,16,18,8,10,14,NA
BE02190101D,Forsa,2019-01-01,BE,17,15,23,7,18,13,NA
BB02190101P,Forsa,2019-01-01,BB,19,20,12,5,17,20,NA
BY04190103C,GMS,2019-01-03,BY,38,9,18,5,4,10,NA
BT02190105P,Forsa,2019-01-05,BT,32,15,19,8,9,12,NA
HH02190107G,Forsa,2019-01-07,HH,14,30,24,9,11,7,NA
BY01190109D,Infratest dimap,2019-01-09,BY,35,9,21,6,3,8,NA
BB21190110Q,Policy Matters,2019-01-10,BB,21,23,10,3,18,21,NA
BT01190110N,Infratest dimap,2019-01-10,BT,29,15,20,9,9,14,NA
BT06190111A,Forschungsgruppe Wahlen,2019-01-11,BT,29,14,21,8,9,14,NA
BT03190112W,Emnid,2019-01-12,BT,31,15,18,8,9,14,NA
BT02190112Q,Forsa,2019-01-12,BT,32,15,19,9,8,12,NA
MV02190117Y,Forsa,2019-01-17,MV,22,22,10,4,16,18,NA
BT03190119X,Emnid,2019-01-19,BT,30,15,18,8,9,14,NA
BT02190119R,Forsa,2019-01-19,BT,32,15,19,9,8,12,NA
BT09190123P,Allensbach,2019-01-23,BT,31.5,16.5,18,8.5,8.5,13,NA
BT04190124I,GMS,2019-01-24,BT,31,14,19,10,9,13,NA
BT01190124O,Infratest dimap,2019-01-24,BT,28,15,20,9,8,15,NA
BT06190125B,Forschungsgruppe Wahlen,2019-01-25,BT,31,14,20,8,9,13,NA
BT03190126Y,Emnid,2019-01-26,BT,29,16,19,9,9,14,NA
BT02190126S,Forsa,2019-01-26,BT,32,14,20,9,9,11,NA
BY02190128E,Forsa,2019-01-28,BY,38,6,23,5,3,8,NA
BT13190131I,YouGov,2019-01-31,BT,32,15,18,8,9,14,NA
BT03190202A,Emnid,2019-02-02,BT,29,16,18,10,8,15,NA
BT02190202T,Forsa,2019-02-02,BT,32,15,19,9,8,12,NA
BW02190204N,Forsa,2019-02-04,BW,23,9,33,9,6,13,NA
BE02190205E,Forsa,2019-02-05,BE,19,16,21,8,20,11,NA
BB05190207R,INSA,2019-02-07,BB,21,21,10,5,17,19,NA
HB01190207G,Infratest dimap,2019-02-07,HB,25,24,18,6,13,8,NA
SH05190208Q,INSA,2019-02-08,SH,30,20,22,9,5,7,NA
BT06190208C,Forschungsgruppe Wahlen,2019-02-08,BT,30,16,20,8,9,12,NA
BT03190209B,Emnid,2019-02-09,BT,30,17,17,9,9,13,NA
BT02190209U,Forsa,2019-02-09,BT,31,15,19,10,8,12,NA
NI02190211C,Forsa,2019-02-11,NI,30,28,17,7,5,8,NA
RP02190211J,Forsa,2019-02-11,RP,31,26,14,8,5,10,NA
BT01190214B,Infratest dimap,2019-02-14,BT,29,17,19,9,8,13,NA
BW05190215O,INSA,2019-02-15,BW,27,13,29,9,5,12,NA
BT03190216C,Emnid,2019-02-16,BT,30,19,15,8,10,13,NA
BT02190216V,Forsa,2019-02-16,BT,29,17,21,10,6,12,NA
BT09190219Q,Allensbach,2019-02-19,BT,30,18,18.5,8,8,13.5,NA
BT01190221C,Infratest dimap,2019-02-21,BT,30,18,18,8,8,12,NA
BT06190222D,Forschungsgruppe Wahlen,2019-02-22,BT,31,15,20,7,9,13,NA
BT03190223D,Emnid,2019-02-23,BT,29,19,16,9,9,13,NA
BT02190223W,Forsa,2019-02-23,BT,30,16,20,9,7,12,NA
NW01190224I,Infratest dimap,2019-02-24,NW,30,23,17,12,6,9,NA
HH01190225H,Infratest dimap,2019-02-25,HH,17,31,22,8,10,8,NA
BT13190227J,YouGov,2019-02-27,BT,30,18,17,9,9,13,NA
BT04190228J,GMS,2019-02-28,BT,31,16,18,9,9,14,NA
BT03190302E,Emnid,2019-03-02,BT,29,18,16,8,10,14,NA
BT02190304X,Forsa,2019-03-04,BT,30,16,20,9,8,11,NA
BE02190305F,Forsa,2019-03-05,BE,20,17,22,7,18,11,NA
BT03190309F,Emnid,2019-03-09,BT,31,17,16,8,9,14,NA
BT02190309Y,Forsa,2019-03-09,BT,31,15,19,9,8,12,NA
BT01190314D,Infratest dimap,2019-03-14,BT,29,17,19,8,9,13,NA
BT06190315E,Forschungsgruppe Wahlen,2019-03-15,BT,31,16,19,8,8,12,NA
BT03190316G,Emnid,2019-03-16,BT,31,16,17,8,9,13,NA
BT02190316A,Forsa,2019-03-16,BT,31,15,19,10,7,12,NA
HH18190320I,Universität Hamburg,2019-03-20,HH,15,35,29,6,9,4,NA
RP01190321K,Infratest dimap,2019-03-21,RP,31,24,14,10,6,11,NA
BT01190321E,Infratest dimap,2019-03-21,BT,29,18,19,9,8,12,NA
SN37190322F,FB Czaplicki,2019-03-22,SN,27,11,16,5,17,18,NA
BT03190323H,Emnid,2019-03-23,BT,31,17,17,8,8,14,NA
BT02190323B,Forsa,2019-03-23,BT,30,16,20,9,8,11,NA
TH01190326H,Infratest dimap,2019-03-26,TH,28,11,8,5,24,20,NA
TH05190326E,INSA,2019-03-26,TH,27,10,8,5,24,20,NA
BT09190327R,Allensbach,2019-03-27,BT,30,18,19,8.5,8.5,12,NA
BW01190328P,Infratest dimap,2019-03-28,BW,28,12,32,9,4,11,NA
BT06190328F,Forschungsgruppe Wahlen,2019-03-28,BT,30,15,19,9,9,13,NA
BT13190328K,YouGov,2019-03-28,BT,30,18,17,9,9,12,NA
BT03190330I,Emnid,2019-03-30,BT,30,16,17,9,9,13,NA
BT02190330C,Forsa,2019-03-30,BT,28,16,20,10,8,12,NA
HB05190402H,INSA,2019-04-02,HB,25,25,19,7,11,7,NA
BE02190404G,Forsa,2019-04-04,BE,18,15,25,8,18,10,NA
BT04190404K,GMS,2019-04-04,BT,30,15,18,10,9,13,NA
BT01190404F,Infratest dimap,2019-04-04,BT,29,17,20,9,8,12,NA
SN05190405G,INSA,2019-04-05,SN,28,9,9,6,17,25,NA
BT03190406J,Emnid,2019-04-06,BT,31,17,18,8,9,12,NA
BT02190406D,Forsa,2019-04-06,BT,29,16,20,10,8,12,NA
BE05190409H,INSA,2019-04-09,BE,19,16,19,9,19,12,NA
BB01190409S,Infratest dimap,2019-04-09,BB,20,22,12,5,16,19,NA
BT06190412G,Forschungsgruppe Wahlen,2019-04-12,BT,28,17,20,8,9,13,NA
BT03190413K,Emnid,2019-04-13,BT,30,17,17,9,9,12,NA
BT02190413E,Forsa,2019-04-13,BT,29,16,19,10,8,12,NA
BT01190417G,Infratest dimap,2019-04-17,BT,29,16,21,8,8,13,NA
BT09190418S,Allensbach,2019-04-18,BT,30,18.5,18,9,8,12.5,NA
BT03190420L,Emnid,2019-04-20,BT,28,18,19,8,9,13,NA
BT02190422F,Forsa,2019-04-22,BT,28,17,19,9,8,13,NA
TH05190425I,INSA,2019-04-25,TH,27,10,7,6,25,19,NA
BE02190426I,Forsa,2019-04-26,BE,17,16,25,7,18,11,NA
HE01190426C,Infratest dimap,2019-04-26,HE,27,19,21,9,6,13,NA
SN05190426H,INSA,2019-04-26,SN,28,10,9,6,16,26,NA
BT03190427M,Emnid,2019-04-27,BT,28,17,18,9,10,13,NA
BT02190429G,Forsa,2019-04-29,BT,27,17,20,8,9,13,NA
BT01190502H,Infratest dimap,2019-05-02,BT,28,18,20,8,9,12,NA
BT13190503L,YouGov,2019-05-03,BT,29,18,17,9,9,13,NA
BT03190504N,Emnid,2019-05-04,BT,28,17,19,9,9,13,NA
BT02190506H,Forsa,2019-05-06,BT,29,15,20,8,9,13,NA
HB01190507I,Infratest dimap,2019-05-07,HB,26,25,18,6,12,8,NA
BE01190508J,Infratest dimap,2019-05-08,BE,17,15,23,6,19,10,NA
SL01190508I,Infratest dimap,2019-05-08,SL,37,25,11,4,12,8,NA
BT04190509L,GMS,2019-05-09,BT,29,17,19,8,9,13,NA
BW05190510Q,INSA,2019-05-10,BW,27,11,28,10,6,12,NA
BT06190510H,Forschungsgruppe Wahlen,2019-05-10,BT,30,16,20,7,8,14,NA
BT03190511O,Emnid,2019-05-11,BT,29,16,19,9,9,13,NA
BT02190513I,Forsa,2019-05-13,BT,30,15,20,8,8,13,NA
HB01190516K,Infratest dimap,2019-05-16,HB,27,24,18,5,12,6,NA
HB06190516J,Forschungsgruppe Wahlen,2019-05-16,HB,26,24.5,18,5.5,12,8,NA
BT03190518P,Emnid,2019-05-18,BT,29,16,18,9,9,13,NA
BT02190520J,Forsa,2019-05-20,BT,29,16,19,8,9,13,NA
HB05190521L,INSA,2019-05-21,HB,28,23,18,6,11,6,NA
HB06190523M,Forschungsgruppe Wahlen,2019-05-23,HB,26,24.5,18,5,12,7,NA
BT09190523T,Allensbach,2019-05-23,BT,30,17.5,17,9,8.5,13,NA
BT13190523M,YouGov,2019-05-23,BT,29,18,18,8,9,12,NA
BT03190525Q,Emnid,2019-05-25,BT,29,17,17,9,9,13,NA
BT02190527K,Forsa,2019-05-27,BT,28,17,18,8,8,13,NA
HH21190529J,Policy Matters,2019-05-29,HH,16,30,22,9,11,10,NA
BB05190530T,INSA,2019-05-30,BB,20,19,12,5,18,20,NA
TH05190530J,INSA,2019-05-30,TH,26,11,8,5,25,20,NA
BT03190601R,Emnid,2019-06-01,BT,28,16,20,8,8,13,NA
BT02190601L,Forsa,2019-06-01,BT,26,12,27,8,7,11,NA
BE02190603K,Forsa,2019-06-03,BE,15,16,26,7,17,11,NA
BT06190606I,Forschungsgruppe Wahlen,2019-06-06,BT,27,13,26,7,7,13,NA
BT01190606I,Infratest dimap,2019-06-06,BT,25,12,26,8,7,13,NA
BT03190608S,Emnid,2019-06-08,BT,27,12,27,8,7,12,NA
BT02190608M,Forsa,2019-06-08,BT,24,12,27,8,8,12,NA
BB01190611U,Infratest dimap,2019-06-11,BB,17,18,17,5,14,21,NA
SN05190613I,INSA,2019-06-13,SN,24,7,16,6,16,25,NA
SN37190615J,FB Czaplicki,2019-06-15,SN,24,8,14,6,15,24,NA
BT03190615T,Emnid,2019-06-15,BT,25,12,27,8,8,13,NA
BT02190615N,Forsa,2019-06-15,BT,24,11,27,9,8,13,NA
BT09190621U,Allensbach,2019-06-21,BT,29,12,25,8,8,12,NA
BT06190621J,Forschungsgruppe Wahlen,2019-06-21,BT,27,14,26,7,7,13,NA
BT03190622U,Emnid,2019-06-22,BT,27,12,25,7,8,14,NA
BT02190622O,Forsa,2019-06-22,BT,24,12,27,8,8,13,NA
BY04190625F,GMS,2019-06-25,BY,37,8,23,5,3,9,NA
BT04190625M,GMS,2019-06-25,BT,26,13,26,8,8,13,NA
TH05190627K,INSA,2019-06-27,TH,26,10,10,5,24,20,NA
BT01190627J,Infratest dimap,2019-06-27,BT,26,13,25,9,7,12,NA
BT03190629V,Emnid,2019-06-29,BT,26,13,25,8,8,14,NA
BT02190629P,Forsa,2019-06-29,BT,26,12,26,8,8,12,NA
BE02190701L,Forsa,2019-07-01,BE,17,15,25,7,17,10,NA
BB05190702V,INSA,2019-07-02,BB,18,19,16,6,16,19,NA
SN01190702K,Infratest dimap,2019-07-02,SN,26,9,12,5,15,26,NA
BT13190703O,YouGov,2019-07-03,BT,26,13,25,7,8,13,NA
BT01190704K,Infratest dimap,2019-07-04,BT,25,13,26,8,8,13,NA
BT03190706X,Emnid,2019-07-06,BT,26,13,24,7,9,14,NA
BT02190706Q,Forsa,2019-07-06,BT,26,12,26,8,8,12,NA
BT03190713Y,Emnid,2019-07-13,BT,26,15,24,8,9,13,NA
BT02190713R,Forsa,2019-07-13,BT,26,13,25,7,8,13,NA
BT06190719K,Forschungsgruppe Wahlen,2019-07-19,BT,28,13,25,8,8,12,NA
BT03190720A,Emnid,2019-07-20,BT,27,14,22,9,9,13,NA
BT02190720S,Forsa,2019-07-20,BT,27,13,24,8,8,12,NA
BY04190723G,GMS,2019-07-23,BY,37,7,22,5,3,9,NA
BT04190723N,GMS,2019-07-23,BT,28,13,25,8,8,12,NA
BT09190724V,Allensbach,2019-07-24,BT,29.5,14.5,23,7,8.5,11.5,NA
BT01190725L,Infratest dimap,2019-07-25,BT,26,13,26,9,8,12,NA
BT03190727B,Emnid,2019-07-27,BT,26,14,23,9,8,13,NA
BT02190727T,Forsa,2019-07-27,BT,27,13,24,9,7,13,NA
BE02190729M,Forsa,2019-07-29,BE,17,16,25,5,18,10,NA
TH01190730L,Infratest dimap,2019-07-30,TH,21,8,11,5,25,24,NA
BT13190731P,YouGov,2019-07-31,BT,26,13,24,8,8,14,NA
BT01190801M,Infratest dimap,2019-08-01,BT,26,12,26,8,7,14,NA
BT03190803C,Emnid,2019-08-03,BT,26,13,23,9,8,14,NA
BT02190803U,Forsa,2019-08-03,BT,27,13,23,9,8,13,NA
SN05190806L,INSA,2019-08-06,SN,28,8,12,5,16,25,NA
BB02190809W,Forsa,2019-08-09,BB,18,17,16,5,14,21,NA
BT06190809L,Forschungsgruppe Wahlen,2019-08-09,BT,28,13,25,7,7,13,NA
BT03190810D,Emnid,2019-08-10,BT,26,14,22,9,9,14,NA
BT02190810V,Forsa,2019-08-10,BT,26,12,25,8,8,13,NA
NW02190817J,Forsa,2019-08-17,NW,29,18,24,11,5,7,NA
BT03190817E,Emnid,2019-08-17,BT,27,14,22,8,9,14,NA
BT02190817W,Forsa,2019-08-17,BT,25,13,24,9,8,13,NA
SN37190820M,FB Czaplicki,2019-08-20,SN,28,8,13,5,16,26,NA
BT09190821W,Allensbach,2019-08-21,BT,29.5,13.5,24,7,8,12.5,NA
BB01190822X,Infratest dimap,2019-08-22,BB,18,22,12,5,15,22,NA
SN01190822N,Infratest dimap,2019-08-22,SN,30,7,11,5,16,24,NA
TH05190822M,INSA,2019-08-22,TH,24,9,11,4,26,21,NA
BT01190822N,Infratest dimap,2019-08-22,BT,26,14,25,7,7,14,NA
BB06190823Y,Forschungsgruppe Wahlen,2019-08-23,BB,18,21,14,5,14,20,NA
SN06190823O,Forschungsgruppe Wahlen,2019-08-23,SN,31,9,10,5,14,25,NA
BT03190824F,Emnid,2019-08-24,BT,27,15,23,8,8,14,NA
BT02190824X,Forsa,2019-08-24,BT,26,14,23,9,8,13,NA
BB05190827A,INSA,2019-08-27,BB,17,21,14,5,15,21,NA
SN05190827P,INSA,2019-08-27,SN,29,8,11,5,15,25,NA
BB06190829B,Forschungsgruppe Wahlen,2019-08-29,BB,16.5,22,14.5,5,14,21,NA
SN06190829Q,Forschungsgruppe Wahlen,2019-08-29,SN,32,8.5,11,5,14,24.5,NA
BE02190831N,Forsa,2019-08-31,BE,16,16,24,6,17,11,NA
BT03190831G,Emnid,2019-08-31,BT,29,15,22,7,7,14,NA
BT02190831Y,Forsa,2019-08-31,BT,27,15,23,9,7,12,NA
BT06190905M,Forschungsgruppe Wahlen,2019-09-05,BT,28,15,24,6,7,13,NA
BT01190905O,Infratest dimap,2019-09-05,BT,27,14,23,7,7,15,NA
BT03190907H,Emnid,2019-09-07,BT,29,16,21,7,8,14,NA
BT02190907A,Forsa,2019-09-07,BT,27,15,23,8,6,13,NA
BT13190911Q,YouGov,2019-09-11,BT,27,15,22,6,8,14,NA
RP01190912L,Infratest dimap,2019-09-12,RP,28,23,21,8,4,11,NA
BT04190913O,GMS,2019-09-13,BT,27,16,23,7,8,12,NA
BT03190914I,Emnid,2019-09-14,BT,28,16,21,8,7,15,NA
BT02190914B,Forsa,2019-09-14,BT,27,15,22,8,7,14,NA
TH01190916N,Infratest dimap,2019-09-16,TH,22,7,8,5,28,25,NA
HH07190917K,Trend Research Hamburg,2019-09-17,HH,14,28,28,6,11,9,NA
BT09190917X,Allensbach,2019-09-17,BT,29,15,22,7,8,14,NA
BE05190918O,INSA,2019-09-18,BE,17,15,24,6,18,14,NA
RP05190918M,INSA,2019-09-18,RP,28,22,20,8,4,12,NA
BW01190919R,Infratest dimap,2019-09-19,BW,26,8,38,8,3,12,NA
BT01190919P,Infratest dimap,2019-09-19,BT,27,14,23,8,8,14,NA
BT03190921J,Emnid,2019-09-21,BT,29,15,21,8,8,14,NA
BT02190921D,Forsa,2019-09-21,BT,27,15,22,8,7,13,NA
BY05190925H,INSA,2019-09-25,BY,36,9,22,5,3,11,NA
TH05190926P,INSA,2019-09-26,TH,23,9,9,4,29,24,NA
MV02190927A,Forsa,2019-09-27,MV,21,22,12,5,12,20,NA
BT06190927N,Forschungsgruppe Wahlen,2019-09-27,BT,27,13,27,6,7,14,NA
BT03190928K,Emnid,2019-09-28,BT,27,16,21,7,8,15,NA
BT02190928E,Forsa,2019-09-28,BT,27,13,23,9,7,13,NA
BE02191002P,Forsa,2019-10-02,BE,17,16,24,6,16,11,NA
BT13191003R,YouGov,2019-10-03,BT,26,13,22,8,8,15,NA
BT03191005L,Emnid,2019-10-05,BT,27,15,21,8,8,15,NA
BT02191005F,Forsa,2019-10-05,BT,28,14,22,8,7,13,NA
BY04191008I,GMS,2019-10-08,BY,37,8,22,5,3,10,NA
BT04191008P,GMS,2019-10-08,BT,27,14,22,8,7,15,NA
BT01191010Q,Infratest dimap,2019-10-10,BT,28,13,24,7,8,14,NA
BT03191012M,Emnid,2019-10-12,BT,28,14,21,7,8,15,NA
BT02191012G,Forsa,2019-10-12,BT,27,14,23,8,8,12,NA
BT09191016Y,Allensbach,2019-10-16,BT,29.5,16,23.5,6.5,7,13,NA
TH01191017R,Infratest dimap,2019-10-17,TH,24,8,7,4,29,24,NA
TH06191017Q,Forschungsgruppe Wahlen,2019-10-17,TH,26,9,8,5,27,20,NA
BT01191017R,Infratest dimap,2019-10-17,BT,28,14,22,7,8,14,NA
BT06191018O,Forschungsgruppe Wahlen,2019-10-18,BT,29,14,24,6,8,13,NA
BT03191019N,Emnid,2019-10-19,BT,29,15,20,7,9,13,NA
BT02191019H,Forsa,2019-10-19,BT,27,14,22,8,8,13,NA
TH06191024T,Forschungsgruppe Wahlen,2019-10-24,TH,26,9,7,5,28,21,NA
TH05191024S,INSA,2019-10-24,TH,24,9,8,5,28,24,NA
BT03191026O,Emnid,2019-10-26,BT,29,15,20,8,9,14,NA
BT02191026I,Forsa,2019-10-26,BT,29,14,20,8,8,13,NA
BW05191030S,INSA,2019-10-30,BW,27,11,30,9,4,13,NA
NW15191102K,Mentefactum,2019-11-02,NW,31,20,21,10,5,10,NA
BT03191102P,Emnid,2019-11-02,BT,27,16,18,9,9,15,NA
BT02191102J,Forsa,2019-11-02,BT,28,13,20,8,10,13,NA
NW01191103L,Infratest dimap,2019-11-03,NW,32,20,23,8,6,7,NA
BE02191106Q,Forsa,2019-11-06,BE,18,15,25,5,16,11,NA
BT13191106T,YouGov,2019-11-06,BT,27,13,22,7,10,14,NA
BT01191107S,Infratest dimap,2019-11-07,BT,26,14,22,8,9,14,NA
BT06191108P,Forschungsgruppe Wahlen,2019-11-08,BT,27,14,22,7,10,14,NA
BT03191109Q,Emnid,2019-11-09,BT,26,16,18,10,10,14,NA
BT02191109K,Forsa,2019-11-09,BT,26,13,21,9,10,13,NA
HH05191112L,INSA,2019-11-12,HH,17,25,26,8,12,8,NA
BT01191114T,Infratest dimap,2019-11-14,BT,25,15,22,7,9,14,NA
BT03191116R,Emnid,2019-11-16,BT,27,17,18,8,10,14,NA
BT02191116L,Forsa,2019-11-16,BT,26,15,19,9,10,13,NA
HH07191118B,Trend Research Hamburg,2019-11-18,HH,13,32,23,7,12,8,NA
BB01191119D,Infratest dimap,2019-11-19,BB,14,25,12,5,12,22,NA
BT09191119A,Allensbach,2019-11-19,BT,29.5,14,21.5,7.5,8,14.5,NA
BE01191120R,Infratest dimap,2019-11-20,BE,18,16,23,5,17,14,NA
BT03191123S,Emnid,2019-11-23,BT,28,15,20,9,9,13,NA
