Poll_ID,Pollster,Date,Parliament_ID,CDUCSU,SPD,Gruene,FDP,Linke,AfD,BSW
BT04210329A,GMS,2021-03-29,BT,26,16,21,11,8,11,NA
BY04210330E,GMS,2021-03-30,BY,40,8,20,6,3,9,NA
NI05210330H,INSA,2021-03-30,NI,26,30,18,9,4,7,NA
BT02210331G,Forsa,2021-03-31,BT,27,15,23,10,7,11,NA
BT01210401C,Infratest dimap,2021-04-01,BT,27,16,22,9,7,11,NA
BT13210401K,YouGov,2021-04-01,BT,27,17,21,10,8,11,NA
BT03210404J,Emnid,2021-04-04,BT,26,16,23,9,9,10,NA
BT02210407H,Forsa,2021-04-07,BT,27,15,23,10,7,10,NA
NW01210411S,Infratest dimap,2021-04-11,NW,28,18,26,11,3,8,NA
BT03210411K,Emnid,2021-04-11,BT,27,15,22,9,9,11,NA
BT02210414I,Forsa,2021-04-14,BT,27,15,23,9,8,11,NA
BT01210415D,Infratest dimap,2021-04-15,BT,28,15,21,11,7,11,NA
BT06210416Q,Forschungsgruppe Wahlen,2021-04-16,BT,31,14,21,9,7,11,NA
BT03210418L,Emnid,2021-04-18,BT,29,15,22,9,8,11,NA
BT02210420K,Forsa,2021-04-20,BT,21,13,28,12,7,11,NA
BT02210420J,Forsa,2021-04-20,BT,28,15,23,10,6,11,NA
BT09210421R,Allensbach,2021-04-21,BT,28,16.5,23,10,7.5,9.5,NA
BE05210423D,INSA,2021-04-23,BE,16,19,25,10,14,12,NA
ST01210423C,Infratest dimap,2021-04-23,ST,27,12,11,8,12,20,NA
BT03210424M,Emnid,2021-04-24,BT,27,13,28,9,7,10,NA
BY05210427F,INSA,2021-04-27,BY,36,9,24,7,3,9,NA
BT02210428L,Forsa,2021-04-28,BT,22,13,28,12,7,11,NA
ST05210429D,INSA,2021-04-29,ST,26,10,12,6,13,24,NA
BT13210430L,YouGov,2021-04-30,BT,24,14,25,11,8,11,NA
BT03210501N,Emnid,2021-05-01,BT,24,15,27,11,7,10,NA
BT02210505M,Forsa,2021-05-05,BT,23,14,28,12,6,10,NA
BT01210506E,Infratest dimap,2021-05-06,BT,23,14,26,11,6,12,NA
BT06210507R,Forschungsgruppe Wahlen,2021-05-07,BT,25,14,26,10,7,11,NA
BT03210508O,Emnid,2021-05-08,BT,23,16,26,12,7,10,NA
NI05210511I,INSA,2021-05-11,NI,26,29,20,9,5,7,NA
NW05210511T,INSA,2021-05-11,NW,25,20,26,11,4.5,9,NA
SL05210511D,INSA,2021-05-11,SL,31,21,15,7,14,6,NA
BT02210512N,Forsa,2021-05-12,BT,24,15,27,11,6,10,NA
BT01210513F,Infratest dimap,2021-05-13,BT,24,15,25,12,7,11,NA
BT03210515P,Emnid,2021-05-15,BT,24,15,25,11,8,11,NA
BT04210517B,GMS,2021-05-17,BT,26,15,24,11,7,11,NA
BE05210518E,INSA,2021-05-18,BE,16,20,25,9,13,12,NA
BB01210518J,Infratest dimap,2021-05-18,BB,16,23,16,7,11,18,NA
BY02210519G,Forsa,2021-05-19,BY,38,7,22,6,3,9,NA
NW02210519U,Forsa,2021-05-19,NW,25,19,26,12,4,7,NA
SH05210519T,INSA,2021-05-19,SH,25,21,27,11,3,6,NA
BT09210519S,Allensbach,2021-05-19,BT,27.5,16,24,10,6.5,10,NA
BT02210519O,Forsa,2021-05-19,BT,24,15,26,11,6,10,NA
MV01210520G,Infratest dimap,2021-05-20,MV,21,23,14,6,11,17,NA
BT03210521Q,Emnid,2021-05-21,BT,26,14,24,11,8,11,NA
BT06210521B,Forschungsgruppe Wahlen,2021-05-21,BT,24,14,25,11,7,11,NA
SN05210525T,INSA,2021-05-25,SN,24,6,13,12,11,26,NA
ST05210526E,INSA,2021-05-26,ST,25,10,11,8,13,26,NA
BT02210526P,Forsa,2021-05-26,BT,24,14,25,13,6,10,NA
ST01210527G,Infratest dimap,2021-05-27,ST,28,11,9,8,10,24,NA
BT13210527M,YouGov,2021-05-27,BT,26,15,22,12,7,11,NA
ST06210528H,Forschungsgruppe Wahlen,2021-05-28,ST,29,10,9,8,11,23,NA
SH01210528X,Infratest dimap,2021-05-28,SH,28,15,27,11,4,6,NA
BT03210528R,Emnid,2021-05-28,BT,25,15,23,12,7,12,NA
BT02210602Q,Forsa,2021-06-02,BT,25,14,24,14,6,9,NA
ST06210603I,Forschungsgruppe Wahlen,2021-06-03,ST,30,10,9,6.5,11.5,23,NA
ST05210604A,INSA,2021-06-04,ST,27,10,8,7,12,26,NA
BT03210605S,Emnid,2021-06-05,BT,24,16,22,13,7,11,NA
BT02210609R,Forsa,2021-06-09,BT,27,14,22,14,6,9,NA
BT06210610C,Forschungsgruppe Wahlen,2021-06-10,BT,28,15,22,10,7,11,NA
BT01210610G,Infratest dimap,2021-06-10,BT,28,14,20,12,7,12,NA
BT03210611T,Emnid,2021-06-11,BT,26,16,21,13,7,11,NA
BE01210616F,Infratest dimap,2021-06-16,BE,21,17,22,9,12,10,NA
BT09210616T,Allensbach,2021-06-16,BT,29.5,17,21.5,11,7,9,NA
BT02210616S,Forsa,2021-06-16,BT,28,14,21,14,7,9,NA
TH05210617M,INSA,2021-06-17,TH,22,9,6,7,26,23,NA
BT03210618U,Emnid,2021-06-18,BT,27,17,20,12,7,10,NA
BT04210621C,GMS,2021-06-21,BT,28,16,20,12,8,10,NA
BT02210623T,Forsa,2021-06-23,BT,29,15,21,13,6,9,NA
BE05210624G,INSA,2021-06-24,BE,18,18,22,10,13,12,NA
BT01210624H,Infratest dimap,2021-06-24,BT,28,15,21,11,6,12,NA
BT03210625V,Emnid,2021-06-25,BT,28,17,19,11,7,10,NA
BT06210625D,Forschungsgruppe Wahlen,2021-06-25,BT,29,14,22,10,7,10,NA
BT02210630U,Forsa,2021-06-30,BT,30,14,20,12,7,9,NA
MV05210701H,INSA,2021-07-01,MV,20,26,8,6,13,19,NA
BT01210701I,Infratest dimap,2021-07-01,BT,28,15,20,11,7,11,NA
BT03210702W,Emnid,2021-07-02,BT,28,16,20,10,7,11,NA
BT13210702N,YouGov,2021-07-02,BT,30,15,19,11,7,11,NA
BT02210707V,Forsa,2021-07-07,BT,30,15,19,11,7,10,NA
BT03210710X,Emnid,2021-07-10,BT,29,15,19,11,8,11,NA
BT02210714W,Forsa,2021-07-14,BT,30,15,19,12,7,9,NA
MV01210715I,Infratest dimap,2021-07-15,MV,23,27,7,7,12,16,NA
RP01210715F,Infratest dimap,2021-07-15,RP,24,38,9,6,3,8,NA
TH05210716N,INSA,2021-07-16,TH,21,9,7,8,27,22,NA
BT03210716Y,Emnid,2021-07-16,BT,28,15,20,11,8,11,NA
BT06210716E,Forschungsgruppe Wahlen,2021-07-16,BT,30,15,20,10,7,10,NA
BT09210720U,Allensbach,2021-07-20,BT,31.5,16.5,18,12,6.5,9.5,NA
BY05210721H,INSA,2021-07-21,BY,37,10,21,8,3,8,NA
SL05210721E,INSA,2021-07-21,SL,36,27,9,7,7,6,NA
BT02210721X,Forsa,2021-07-21,BT,28,16,19,12,7,10,NA
BT01210722J,Infratest dimap,2021-07-22,BT,29,16,19,12,6,10,NA
BT03210723A,Emnid,2021-07-23,BT,28,16,19,12,7,11,NA
MV05210725J,INSA,2021-07-25,MV,20,26,9,7,13,19,NA
TH01210727B,Infratest dimap,2021-07-27,TH,21,11,6,6,27,22,NA
BT04210727D,GMS,2021-07-27,BT,30,15,18,12,7,10,NA
BY04210728I,GMS,2021-07-28,BY,39,9,20,7,3,8,NA
BT09210728V,Allensbach,2021-07-28,BT,30,16,19.5,12,7,9.5,NA
BT02210728Y,Forsa,2021-07-28,BT,26,15,21,13,7,10,NA
BT03210730B,Emnid,2021-07-30,BT,27,17,19,13,6,11,NA
BT06210730F,Forschungsgruppe Wahlen,2021-07-30,BT,28,16,21,10,7,11,NA
BT13210730O,YouGov,2021-07-30,BT,28,16,16,12,8,12,NA
BT02210803A,Forsa,2021-08-03,BT,26,16,20,13,6,10,NA
BT03210804C,Emnid,2021-08-04,BT,24,18,22,13,6,11,NA
BT01210805K,Infratest dimap,2021-08-05,BT,27,18,19,12,6,10,NA
BT03210811D,Emnid,2021-08-11,BT,22,19,21,12,7,11,NA
BT02210811B,Forsa,2021-08-11,BT,23,19,20,12,7,10,NA
BE02210813H,Forsa,2021-08-13,BE,17,21,21,7,14,10,NA
BT06210813G,Forschungsgruppe Wahlen,2021-08-13,BT,26,19,19,11,7,11,NA
MV05210815K,INSA,2021-08-15,MV,18,28,8,7,14,17,NA
SN05210816U,INSA,2021-08-16,SN,34,8,7,8,13,25,NA
BT02210818C,Forsa,2021-08-18,BT,23,21,19,12,6,10,NA
BT09210819W,Allensbach,2021-08-19,BT,27.5,19.5,17.5,11,7.5,11,NA
BT03210819E,Emnid,2021-08-19,BT,22,21,19,12,7,11,NA
BT01210819L,Infratest dimap,2021-08-19,BT,23,21,17,13,7,11,NA
SN01210820V,Infratest dimap,2021-08-20,SN,35,11,7,6,10,21,NA
BT02210824D,Forsa,2021-08-24,BT,22,23,18,12,6,10,NA
BE01210825J,Infratest dimap,2021-08-25,BE,19,23,17,8,12,11,NA
BE05210825I,INSA,2021-08-25,BE,16,22,18,9,15,12,NA
MV01210826L,Infratest dimap,2021-08-26,MV,15,36,6,8,11,17,NA
BT03210826F,Emnid,2021-08-26,BT,23,23,18,12,7,11,NA
BT06210827H,Forschungsgruppe Wahlen,2021-08-27,BT,22,22,20,10,6,11,NA
BT13210827P,YouGov,2021-08-27,BT,22,24,16,13,8,11,NA
BT09210828X,Allensbach,2021-08-28,BT,26,24,17,10.5,6,10.5,NA
BT02210831E,Forsa,2021-08-31,BT,21,23,18,12,6,11,NA
BB01210901K,Infratest dimap,2021-09-01,BB,13,34,8,7,9,17,NA
BT03210902G,Emnid,2021-09-02,BT,21,25,19,11,7,11,NA
BT01210902M,Infratest dimap,2021-09-02,BT,20,25,16,13,6,12,NA
BT06210903I,Forschungsgruppe Wahlen,2021-09-03,BT,22,25,17,11,7,11,NA
BT13210903Q,YouGov,2021-09-03,BT,20,25,15,13,8,12,NA
BT02210907F,Forsa,2021-09-07,BT,19,25,17,13,6,11,NA
BT04210907E,GMS,2021-09-07,BT,23,25,17,12,6,11,NA
BT09210908Y,Allensbach,2021-09-08,BT,25,27,15.5,9.5,6,11,NA
MV01210909M,Infratest dimap,2021-09-09,MV,14,39,6,7,10,17,NA
RP01210909G,Infratest dimap,2021-09-09,RP,23,40,9,6,3,8,NA
BT03210909H,Emnid,2021-09-09,BT,21,25,17,12,6,12,NA
BT06210910J,Forschungsgruppe Wahlen,2021-09-10,BT,22,25,17,11,6,11,NA
BT13210910R,YouGov,2021-09-10,BT,21,26,15,10,6,12,NA
BT02210914G,Forsa,2021-09-14,BT,21,25,17,11,6,11,NA
BT04210914F,GMS,2021-09-14,BT,23,25,16,13,6,11,NA
BT03210916I,Emnid,2021-09-16,BT,20,26,17,11,6,12,NA
BT01210916N,Infratest dimap,2021-09-16,BT,22,26,15,11,6,11,NA
BT13210916S,YouGov,2021-09-16,BT,20,25,15,10,8,11,NA
BE01210917L,Infratest dimap,2021-09-17,BE,16,24,18,7,13,10,NA
BE06210917K,Forschungsgruppe Wahlen,2021-09-17,BE,17,21,20,8,12,9,NA
MV01210917P,Infratest dimap,2021-09-17,MV,15,40,6,5,10,15,NA
MV05210917O,INSA,2021-09-17,MV,12,40,7,6,11,18,NA
MV06210917N,Forschungsgruppe Wahlen,2021-09-17,MV,15,38,6,6,11,17,NA
SN05210917W,INSA,2021-09-17,SN,31,11,7,8,11,26,NA
BT06210917K,Forschungsgruppe Wahlen,2021-09-17,BT,22,25,16,11,6,11,NA
BT02210921H,Forsa,2021-09-21,BT,22,25,17,11,6,11,NA
BE06210923M,Forschungsgruppe Wahlen,2021-09-23,BE,17,22,19,7,13,9,NA
MV06210923Q,Forschungsgruppe Wahlen,2021-09-23,MV,14,39,7,5.5,11,16,NA
BT03210923J,Emnid,2021-09-23,BT,21,25,16,11,7,11,NA
BT06210923L,Forschungsgruppe Wahlen,2021-09-23,BT,23,25,16.5,11,6,10,NA
BT13210923T,YouGov,2021-09-23,BT,21,25,14,11,7,12,NA
BE05210924N,INSA,2021-09-24,BE,15,23,17,8,14,11,NA
MV05210924R,INSA,2021-09-24,MV,13,40,7,5,11,17,NA
BT09210924A,Allensbach,2021-09-24,BT,25,26,16,10.5,5,10,NA
BT02210924I,Forsa,2021-09-24,BT,22,25,17,12,6,10,NA
BT06211001M,Forschungsgruppe Wahlen,2021-10-01,BT,20,28,16,13,5,10,NA
BT05211002X,INSA,2021-10-02,BT,21,28,16,12,5,10,NA
TH05211004C,INSA,2021-10-04,TH,15,21,7,8,20,24,NA
BT05211004Y,INSA,2021-10-04,BT,21,28,15.5,13.5,4.5,10,NA
BT02211005J,Forsa,2021-10-05,BT,20,26,16,14,5,9,NA
BT03211009K,Emnid,2021-10-09,BT,20,26,17,13,5,10,NA
BT05211009A,INSA,2021-10-09,BT,20,28,15,14,5,10,NA
BT05211011B,INSA,2021-10-11,BT,19.5,28.5,16,14.5,4,11,NA
BW05211012K,INSA,2021-10-12,BW,20,21,24,16,3,9,NA
BY05211012J,INSA,2021-10-12,BY,32,20,15,11,2,8,NA
NW05211012V,INSA,2021-10-12,NW,20,33,13,15,4,8,NA
BT02211012K,Forsa,2021-10-12,BT,20,26,16,14,5,9,NA
BW01211014M,Infratest dimap,2021-10-14,BW,17,20,27,15,3,9,NA
BT03211014L,Emnid,2021-10-14,BT,19,26,17,14,5,10,NA
BT06211015N,Forschungsgruppe Wahlen,2021-10-15,BT,19,28,17,13,5,11,NA
BT05211016C,INSA,2021-10-16,BT,19,28,16,13,4,11,NA
BT05211018D,INSA,2021-10-18,BT,18.5,28,16,15,5,11.5,NA
BT02211019L,Forsa,2021-10-19,BT,20,26,16,15,5,9,NA
NI09211020J,Allensbach,2021-10-20,NI,26,34,15,10,4,7,NA
BT09211020B,Allensbach,2021-10-20,BT,21,28,15,14,5,9.5,NA
NI05211021K,INSA,2021-10-21,NI,19,39,13,12,5,7,NA
HE05211022J,INSA,2021-10-22,HE,20,26,20,11,5,11,NA
BT03211023M,Emnid,2021-10-23,BT,21,25,16,13,5,11,NA
BT05211023E,INSA,2021-10-23,BT,20,27,17,14,4,11,NA
NW01211024W,Infratest dimap,2021-10-24,NW,22,31,17,13,3,7,NA
BT05211025F,INSA,2021-10-25,BT,20,28,16,14,5,11,NA
BT02211026M,Forsa,2021-10-26,BT,20,25,17,16,5,9,NA
BT01211028O,Infratest dimap,2021-10-28,BT,22,26,16,13,4,10,NA
BT06211029O,Forschungsgruppe Wahlen,2021-10-29,BT,20,27,16,14,5,11,NA
BT03211030N,Emnid,2021-10-30,BT,21,25,17,14,5,11,NA
BT05211030G,INSA,2021-10-30,BT,21,27,16,13,5,11,NA
BT02211102N,Forsa,2021-11-02,BT,21,25,16,15,5,9,NA
BT05211102H,INSA,2021-11-02,BT,20,27,16,13.5,5,11.5,NA
BT01211104P,Infratest dimap,2021-11-04,BT,21,27,16,13,5,10,NA
BT04211105G,GMS,2021-11-05,BT,21,26,16,15,4,10,NA
BT03211106O,Emnid,2021-11-06,BT,22,25,16,13,5,10,NA
BT05211106J,INSA,2021-11-06,BT,21,27,15,14,5,11,NA
BT05211108K,INSA,2021-11-08,BT,20.5,26.5,16,13.5,5.5,10.5,NA
BT02211109O,Forsa,2021-11-09,BT,22,25,16,14,5,9,NA
BT06211112P,Forschungsgruppe Wahlen,2021-11-12,BT,20,28,16,13,5,11,NA
BT03211113P,Emnid,2021-11-13,BT,21,25,16,14,6,10,NA
BT05211113L,INSA,2021-11-13,BT,22,26,15,13,5,11,NA
BT05211115M,INSA,2021-11-15,BT,21,27,15,13,5.5,11.5,NA
BT02211116P,Forsa,2021-11-16,BT,22,24,17,12,5,10,NA
BT09211118C,Allensbach,2021-11-18,BT,23,27,15,14,5.5,9.5,NA
NI01211119L,Infratest dimap,2021-11-19,NI,23,36,16,10,3,7,NA
BT03211120Q,Emnid,2021-11-20,BT,21,24,18,12,6,11,NA
BT05211120N,INSA,2021-11-20,BT,21,26,15,13,5,12,NA
BT05211122O,INSA,2021-11-22,BT,22,26,14,14,5.5,11,NA
BT02211123Q,Forsa,2021-11-23,BT,22,24,17,12,5,10,NA
SL01211124F,Infratest dimap,2021-11-24,SL,28,33,8,8,6,9,NA
SH05211124A,INSA,2021-11-24,SH,21,28,18,14,4,7,NA
RP01211125H,Infratest dimap,2021-11-25,RP,21,34,12,11,NA,8,NA
BT01211125Q,Infratest dimap,2021-11-25,BT,21,25,17,13,5,11,NA
BT06211126Q,Forschungsgruppe Wahlen,2021-11-26,BT,19,28,17,13,5,11,NA
BT13211126U,YouGov,2021-11-26,BT,23,25,16,11,6,12,NA
BT03211127R,Emnid,2021-11-27,BT,22,24,18,11,6,11,NA
BT05211127P,INSA,2021-11-27,BT,21,26,15,13,6,12,NA
BT05211129Q,INSA,2021-11-29,BT,21,25,16,14,5.5,11,NA
BT02211130R,Forsa,2021-11-30,BT,22,24,17,12,5,10,NA
TH05211202D,INSA,2021-12-02,TH,15,18,7,7,24,23,NA
BT01211202R,Infratest dimap,2021-12-02,BT,23,25,17,12,5,11,NA
BT03211204S,Emnid,2021-12-04,BT,20,27,16,12,6,11,NA
BT05211204R,INSA,2021-12-04,BT,21,26,15,13,5,12,NA
BT05211206S,INSA,2021-12-06,BT,22,26,15,13.5,5.5,11.5,NA
BT02211207S,Forsa,2021-12-07,BT,22,25,17,11,5,10,NA
BT01211209S,Infratest dimap,2021-12-09,BT,23,26,16,12,5,11,NA
BT06211210R,Forschungsgruppe Wahlen,2021-12-10,BT,21,28,17,12,5,10,NA
BT03211211T,Emnid,2021-12-11,BT,21,28,15,11,5,11,NA
BT05211211T,INSA,2021-12-11,BT,22,26,15,13,5,11,NA
BT05211213U,INSA,2021-12-13,BT,22,27,14.5,13,5.5,11.5,NA
BE05211214O,INSA,2021-12-14,BE,19,22,20,7,15,9,NA
BT02211214T,Forsa,2021-12-14,BT,23,26,15,11,5,10,NA
NW02211215X,Forsa,2021-12-15,NW,27,27,17,12,4,7,NA
BT13211217V,YouGov,2021-12-17,BT,23,27,16,10,6,11,NA
BT03211218U,Emnid,2021-12-18,BT,22,27,16,11,5,10,NA
BT05211218V,INSA,2021-12-18,BT,23,27,14,12,5,12,NA
BB02211220L,Forsa,2021-12-20,BB,14,28,11,6,11,17,NA
BT05211220W,INSA,2021-12-20,BT,21.5,27.5,14.5,13,5.5,11.5,NA
BT02211221U,Forsa,2021-12-21,BT,24,26,16,10,5,9,NA
BT09211222D,Allensbach,2021-12-22,BT,24,26,15,13,5,10.5,NA
BT05211226X,INSA,2021-12-26,BT,23,28,15,11,5,11,NA
BT03211227V,Emnid,2021-12-27,BT,22,27,16,11,5,11,NA
BT05220101Y,INSA,2022-01-01,BT,24,27,16,10,5,11,NA
BT05220103A,INSA,2022-01-03,BT,23,26.5,15.5,11,6,11.5,NA
BT04220104H,GMS,2022-01-04,BT,24,26,16,12,4,11,NA
BY04220105K,GMS,2022-01-05,BY,35,14,15,9,2,10,NA
BT01220106T,Infratest dimap,2022-01-06,BT,23,26,16,11,5,11,NA
BT05220108B,INSA,2022-01-08,BT,23,27,16,12,5,11,NA
BT05220110C,INSA,2022-01-10,BT,23,26.5,15,12,5,12,NA
BT02220111V,Forsa,2022-01-11,BT,25,25,17,10,5,9,NA
BT06220114S,Forschungsgruppe Wahlen,2022-01-14,BT,22,27,16,11,6,10,NA
BT03220115W,Emnid,2022-01-15,BT,23,26,17,10,6,10,NA
BT05220115D,INSA,2022-01-15,BT,23,27,16,11,5,12,NA
BT05220117E,INSA,2022-01-17,BT,22.5,26,15.5,12,6,12,NA
BT02220118W,Forsa,2022-01-18,BT,25,25,16,10,5,10,NA
BY01220119L,Infratest dimap,2022-01-19,BY,36,14,16,7,NA,10,NA
BW01220120N,Infratest dimap,2022-01-20,BW,23,16,26,12,4,11,NA
SH01220120C,Infratest dimap,2022-01-20,SH,28,23,20,10,3,7,NA
BT01220120U,Infratest dimap,2022-01-20,BT,24,25,16,10,5,12,NA
BT03220122X,Emnid,2022-01-22,BT,22,26,17,9,6,12,NA
BT05220122F,INSA,2022-01-22,BT,23,26,16,12,6,12,NA
BT05220124G,INSA,2022-01-24,BT,24,26,15,11.5,6,11,NA
BT02220125X,Forsa,2022-01-25,BT,24,25,16,10,6,10,NA
BT09220126E,Allensbach,2022-01-26,BT,23,27.5,14.5,12.5,5.5,10,NA
SL05220128G,INSA,2022-01-28,SL,30,35,8,6,7,7,NA
BT06220128T,Forschungsgruppe Wahlen,2022-01-28,BT,23,24,18,10,7,10,NA
BT13220128W,YouGov,2022-01-28,BT,26,23,15,8,8,12,NA
BT03220129Y,Emnid,2022-01-29,BT,24,24,18,10,6,10,NA
BT05220129H,INSA,2022-01-29,BT,24,26,16,11,6,11,NA
NW01220130Y,Infratest dimap,2022-01-30,NW,28,28,17,10,3,8,NA
BT05220131I,INSA,2022-01-31,BT,25,24,15,12.5,6.5,10,NA
BT02220201Y,Forsa,2022-02-01,BT,27,23,16,9,6,10,NA
SH05220202D,INSA,2022-02-02,SH,25,28,15,12,4,7,NA
NW05220203A,INSA,2022-02-03,NW,26,28,14,12,4,8,NA
BT01220203V,Infratest dimap,2022-02-03,BT,27,22,16,10,5,12,NA
BT03220205A,Emnid,2022-02-05,BT,24,24,17,9,6,11,NA
BT05220205J,INSA,2022-02-05,BT,27,22,16,11,6,11,NA
BT05220207K,INSA,2022-02-07,BT,26,23,15,12,7,11,NA
BT02220208A,Forsa,2022-02-08,BT,27,22,16,9,6,10,NA
NW02220209B,Forsa,2022-02-09,NW,29,27,18,9,4,7,NA
BT06220211U,Forschungsgruppe Wahlen,2022-02-11,BT,25,25,16,9,6,11,NA
BT03220212B,Emnid,2022-02-12,BT,26,22,16,10,6,12,NA
BT05220212M,INSA,2022-02-12,BT,26,22,16,11,6,12,NA
MV05220214S,INSA,2022-02-14,MV,16,36,6,6,11,17,NA
BT05220214N,INSA,2022-02-14,BT,26,22.5,15,12,6,12,NA
BT02220215B,Forsa,2022-02-15,BT,27,23,16,9,6,9,NA
SL01220216H,Infratest dimap,2022-02-16,SL,29,38,6,6,5,8,NA
BT01220217W,Infratest dimap,2022-02-17,BT,26,24,15,9,5,12,NA
BT03220219C,Emnid,2022-02-19,BT,24,24,16,10,6,12,NA
BT05220219O,INSA,2022-02-19,BT,27,22,15,11,7,12,NA
NW05220220C,INSA,2022-02-20,NW,27,29,14,12,4,8,NA
BT05220221P,INSA,2022-02-21,BT,27,23,14.5,12.5,6,11,NA
BT13220221X,YouGov,2022-02-21,BT,27,21,17,9,7,11,NA
BT02220222C,Forsa,2022-02-22,BT,27,23,17,9,6,9,NA
NI05220223M,INSA,2022-02-23,NI,26,34,14,11,4,7,NA
SN01220224X,Infratest dimap,2022-02-24,SN,27,13,8,7,10,24,NA
ST01220224B,Infratest dimap,2022-02-24,ST,33,16,6,5,11,20,NA
TH01220224E,Infratest dimap,2022-02-24,TH,19,15,5,7,23,24,NA
BT09220224F,Allensbach,2022-02-24,BT,27,25,15,10.5,6,10,NA
BT03220226D,Emnid,2022-02-26,BT,25,26,17,9,7,10,NA
BT05220227Q,INSA,2022-02-27,BT,26,23,15,11,7,12,NA
BY04220301M,GMS,2022-03-01,BY,37,13,15,8,4,9,NA
BT02220301D,Forsa,2022-03-01,BT,26,25,18,9,6,7,NA
BT04220301I,GMS,2022-03-01,BT,27,24,15,10,6,9,NA
BT05220301R,INSA,2022-03-01,BT,27,23,15.5,11,6.5,10.5,NA
BT06220302V,Forschungsgruppe Wahlen,2022-03-02,BT,24,26,17,9,6,11,NA
BT01220303X,Infratest dimap,2022-03-03,BT,26,25,16,9,5,11,NA
HE01220304K,Infratest dimap,2022-03-04,HE,27,24,20,9,5,7,NA
BT03220305E,Emnid,2022-03-05,BT,26,26,17,8,6,10,NA
BT05220305S,INSA,2022-03-05,BT,25,25,15,11,6,11,NA
BT05220307T,INSA,2022-03-07,BT,24.5,25,15.5,11,6,10.5,NA
BT02220308E,Forsa,2022-03-08,BT,25,26,18,9,6,7,NA
TH05220309F,INSA,2022-03-09,TH,19,16,6,6,25,23,NA
BW01220310O,Infratest dimap,2022-03-10,BW,24,18,27,13,3,9,NA
RP01220310I,Infratest dimap,2022-03-10,RP,26,34,11,9,NA,7,NA
SH01220310E,Infratest dimap,2022-03-10,SH,33,20,20,9,3,6,NA
BT06220311W,Forschungsgruppe Wahlen,2022-03-11,BT,24,27,18,9,5,10,NA
BT13220311Y,YouGov,2022-03-11,BT,26,23,16,9,6,11,NA
BT03220312F,Emnid,2022-03-12,BT,26,25,19,8,5,10,NA
BT05220312U,INSA,2022-03-12,BT,24,26,16,10,6,10,NA
BT05220314V,INSA,2022-03-14,BT,25.5,25,15.5,10.5,5,10.5,NA
BT02220315F,Forsa,2022-03-15,BT,26,25,18,9,5,9,NA
NW02220316D,Forsa,2022-03-16,NW,32,27,17,8,3,6,NA
SL01220317K,Infratest dimap,2022-03-17,SL,31,37,5,5,4,6,NA
BT01220317Y,Infratest dimap,2022-03-17,BT,26,25,17,9,4,11,NA
SL06220318L,Forschungsgruppe Wahlen,2022-03-18,SL,30,39,6,5,4,6,NA
SL05220319M,INSA,2022-03-19,SL,31,39,5,5,4,6,NA
BT03220319G,Emnid,2022-03-19,BT,26,26,19,8,5,9,NA
BT05220319W,INSA,2022-03-19,BT,26,26,16,10,5,10,NA
BT05220321X,INSA,2022-03-21,BT,26.5,24.5,16.5,11,4.5,11,NA
BT02220322G,Forsa,2022-03-22,BT,27,23,18,10,5,9,NA
BE01220323P,Infratest dimap,2022-03-23,BE,20,20,21,8,12,8,NA
MV02220324T,Forsa,2022-03-24,MV,16,34,7,5,12,16,NA
SL06220324N,Forschungsgruppe Wahlen,2022-03-24,SL,28,41,5.5,5,4,6.5,NA
BT09220324G,Allensbach,2022-03-24,BT,25,25,17,10.5,5,10,NA
BT03220326H,Emnid,2022-03-26,BT,25,26,18,9,6,9,NA
BT05220326Y,INSA,2022-03-26,BT,26,26,16,10,5,11,NA
SH05220329F,INSA,2022-03-29,SH,28,27,16,11,3,6,NA
BT02220329H,Forsa,2022-03-29,BT,26,24,18,9,5,9,NA
BT05220329B,INSA,2022-03-29,BT,26,25,16.5,10,5.5,10.5,NA
NI02220330N,Forsa,2022-03-30,NI,25,34,17,8,3,7,NA
SH01220331G,Infratest dimap,2022-03-31,SH,36,20,18,8,NA,6,NA
BT03220402I,Emnid,2022-04-02,BT,26,25,18,9,5,9,NA
BT05220402C,INSA,2022-04-02,BT,26,26,16,10,4,11,NA
NW01220403E,Infratest dimap,2022-04-03,NW,31,30,15,8,4,7,NA
BT05220404D,INSA,2022-04-04,BT,26,25,17.5,10.5,4.5,10.5,NA
NW05220405F,INSA,2022-04-05,NW,28,30,15,10,4,7,NA
BT02220405I,Forsa,2022-04-05,BT,24,27,19,8,4,9,NA
BW05220406P,INSA,2022-04-06,BW,23,19,25,11,3,10,NA
SN05220407Y,INSA,2022-04-07,SN,25,12,9,7,9,28,NA
BT01220407A,Infratest dimap,2022-04-07,BT,25,24,19,9,4,11,NA
BT06220408X,Forschungsgruppe Wahlen,2022-04-08,BT,24,27,19,8,4,11,NA
BT03220409J,Emnid,2022-04-09,BT,25,27,19,8,4,10,NA
BT05220409E,INSA,2022-04-09,BT,26,25,16,10,4,11,NA
BT05220411F,INSA,2022-04-11,BT,27,25,17.5,9,4.5,11,NA
HE05220412L,INSA,2022-04-12,HE,24,24,19,8,5,10,NA
BT02220412J,Forsa,2022-04-12,BT,24,27,19,8,4,9,NA
NW02220413G,Forsa,2022-04-13,NW,30,30,18,8,2,6,NA
BT09220413H,Allensbach,2022-04-13,BT,24,28,17,9,6,9,NA
